serie,Survey,Habitat,Exposure,Site,Zone,Sampler,Date,Transect,Station-replicate,Depth,Pseudoreplicate,Species,Abundance,Width,Stipes,High 1,High 2,Mean High,Length,Frondosity,comentario,Data_Entry,Num_parches
177,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,3,"7,8-6,8",1,Lessonia trabeculata,1,25,6,na,na,#¡DIV/0!,80,5,,,
178,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,3,"7,8-6,8",1,Lessonia trabeculata,1,25,,na,na,#¡DIV/0!,60,5,,,
179,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,3,"7,8-6,8",1,Lessonia trabeculata,1,30,16,na,na,#¡DIV/0!,80,5,,,
180,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,4,"7,8-6,8",1,Lessonia trabeculata,1,25,,na,na,#¡DIV/0!,,5,,,
181,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,4,"7,8-6,8",1,Lessonia trabeculata,1,30,,na,na,#¡DIV/0!,,5,,,
182,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,4,"7,8-6,8",1,Lessonia trabeculata,1,15,5,na,na,#¡DIV/0!,,5,,,
183,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,4,"7,8-6,8",2,Lessonia trabeculata,1,20,3,na,na,#¡DIV/0!,50,1,,,
184,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,4,"7,8-6,8",2,Lessonia trabeculata,1,20,1,na,na,#¡DIV/0!,40,1,,,
185,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,4,"7,8-6,8",2,Lessonia trabeculata,1,25,9,na,na,#¡DIV/0!,,2,,,
186,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",1,Lessonia trabeculata,1,20,7,na,na,#¡DIV/0!,,4,,,
187,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",1,Lessonia trabeculata,1,25,7,na,na,#¡DIV/0!,,4,,,
188,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",1,Lessonia trabeculata,1,25,12,na,na,#¡DIV/0!,,5,,,
189,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",1,Lessonia trabeculata,1,10,10,na,na,#¡DIV/0!,,3,,,
190,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",2,Lessonia trabeculata,1,15,,na,na,#¡DIV/0!,,4,,,
191,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",2,Lessonia trabeculata,1,15,3,na,na,#¡DIV/0!,,4,,,
192,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",2,Lessonia trabeculata,1,20,5,na,na,#¡DIV/0!,,4,,,
193,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",2,Lessonia trabeculata,1,25,,na,na,#¡DIV/0!,60,5,,,
194,1,kelp,exposed,Quintay,shallow,tuto,13-04-16,3,5,"7,8-6,8",2,Lessonia trabeculata,1,10,1,na,na,#¡DIV/0!,,2,,,
195,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,1,"10-9,7",1,Porites lobata,1,50,na,53,,53,,na,,,
196,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,1,"10-9,7",2,Porites lobata,1,50,na,50,,50,,na,,,
197,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,1,"10-9,7",2,Pocillopora spp.,1,12,na,20,,20,,na,,,
198,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,2,"10-9,7",1,Porites lobata,1,90,na,154,,154,,na,,,
199,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,2,"10-9,7",2,Porites lobata,1,130,na,124,,124,,na,,,
200,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,3,"10-9,7",1,Porites lobata,1,60,na,50,,50,,na,,,
201,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,3,"10-9,7",1,Pocillopora spp.,1,15,na,25,,25,,na,,,
202,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,3,"10-9,7",2,Porites lobata,1,74,na,50,,50,,na,,,
203,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,4,"10-9,7",1,Porites lobata,1,150,na,50,,50,,na,,,
204,1,coral,protected,La Perouse,deep,Catalina,09-05-16,1,4,"10-9,7",2,Porites lobata,1,65,na,54,,54,,na,,,
205,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,1,"10,3-11,6",1,Porites lobata,1,150,na,145,,145,,na,,,
206,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,1,"10,3-11,6",2,Porites lobata,1,80,na,72,,72,,na,,,
207,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,2,"10,3-11,6",1,Porites lobata,1,100,na,82,,82,,na,,,
208,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,2,"10,3-11,6",2,Porites lobata,1,125,na,160,,160,,na,,,
209,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,3,"10,3-11,6",1,Porites lobata,1,90,na,68,,68,,na,,,
210,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,3,"10,3-11,6",1,Pocillopora spp.,1,20,na,22,,22,,na,,,
211,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,3,"10,3-11,6",2,Porites lobata,1,150,na,90,,90,,na,,,
212,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,4,"10,3-11,6",1,Porites lobata,1,85,na,67,,67,,na,,,
213,1,coral,protected,La Perouse,deep,Catalina,09-05-16,2,4,"10,3-11,6",2,Porites lobata,1,70,na,50,,50,,na,,,
214,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,1,"9,1-9,2",1,Porites lobata,1,70,na,50,,50,,na,,,
215,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,1,"9,1-9,2",2,Porites lobata,1,40,na,20,,20,,na,,,
216,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,2,"9,1-9,2",1,Porites lobata,1,45,na,60,,60,,na,,,
217,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,2,"9,1-9,2",2,Porites lobata,1,80,na,80,,80,,na,,,
218,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,3,"9,1-9,2",1,Porites lobata,1,150,na,200,,200,,na,,,
219,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,3,"9,1-9,2",2,Porites lobata,1,75,na,50,,50,,na,,,
220,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,4,"9,1-9,2",1,Porites lobata,1,100,na,90,,90,,na,,,
221,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,4,"9,1-9,2",2,Pocillopora spp.,1,22,na,22,,22,,na,,,
222,1,coral,protected,La Perouse,deep,Catalina,09-05-16,3,4,"9,1-9,2",2,Porites lobata,1,55,na,50,,50,,na,,,
223,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,1,"6,2-6,4",1,Porites lobata,1,90,na,80,,80,,na,,,
224,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,1,"6,2-6,4",2,Porites lobata,1,70,na,65,,65,,na,,,
225,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,2,"6,2-6,4",1,Porites lobata,1,1.2,na,180,,180,,na,,,
226,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,2,"6,2-6,4",2,Porites lobata,1,90,na,62,,62,,na,,,
227,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,3,"6,2-6,4",1,Porites lobata,1,60,na,45,,45,,na,,,
228,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,3,"6,2-6,4",2,Porites lobata,1,215,na,123,,123,,na,,,
229,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,4,"6,2-6,4",1,Porites lobata,1,65,na,50,,50,,na,,,
230,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,1,4,"6,2-6,4",2,no coral,0,0,na,0,0,0,0,na,,,
231,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,1,"7,1-6,2",1,Porites lobata,1,80,na,45,,45,,na,,,
232,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,1,"7,1-6,2",2,Porites lobata,1,190,na,140,,140,,na,,,
233,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,2,"7,1-6,2",1,Porites lobata,1,180,na,150,,150,,na,,,
234,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,2,"7,1-6,2",2,Porites lobata,1,75,na,50,,50,,na,,,
235,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,3,"7,1-6,2",1,Porites lobata,1,120,na,110,,110,,na,,,
236,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,3,"7,1-6,2",2,Porites lobata,1,100,na,65,,65,,na,,,
237,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,4,"7,1-6,2",1,Porites lobata,1,200,na,140,,140,,na,,,
238,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,2,4,"7,1-6,2",2,Porites lobata,1,200,na,150,,150,,na,,,
239,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,1,"?-7,6",1,Porites lobata,1,100,na,53,,53,,na,,,
240,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,1,"?-7,6",2,Porites lobata,1,150,na,130,,130,,na,,,
241,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,2,"?-7,6",1,Porites lobata,1,1.4,na,70,,70,,na,,,
242,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,2,"?-7,6",2,Porites lobata,1,40,na,50,,50,,na,,,
243,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,3,"?-7,6",1,Porites lobata,1,100,na,60,,60,,na,,,
244,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,3,"?-7,6",2,Porites lobata,1,85,na,45,,45,,na,,,
245,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,4,"?-7,6",1,Porites lobata,1,90,na,65,,65,,na,,,
246,1,coral,protected,La Perouse,shallow,Catalina,10-05-16,3,4,"?-7,6",2,Porites lobata,1,70,na,70,,70,,na,,,
247,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,1,"11,2-11,6",1,Porites lobata,1,69,na,87,,87,,na,,,
248,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,1,"11,2-11,6",2,Porites lobata,1,85,na,54,,54,,na,,,
249,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,2,"11,2-11,6",1,Porites lobata,1,50,na,60,,60,,na,,,
250,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,2,"11,2-11,6",2,Porites lobata,1,60,na,34,,34,,na,,,
251,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,3,"11,2-11,6",1,Porites lobata,1,56,na,84,,84,,na,,,
252,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,3,"11,2-11,6",2,Porites lobata,1,120,na,100,,100,,na,,,
253,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,4,"11,2-11,6",1,Porites lobata,1,80,na,60,,60,,na,,,
254,1,coral,protected,Anakena,deep,Catalina,10-05-16,1,4,"11,2-11,6",2,Porites lobata,1,66,na,98,,98,,na,,,
255,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,1,"12,1-12,3",1,Porites lobata,1,60,na,80,,80,,na,,,
256,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,1,"12,1-12,3",2,Porites lobata,1,50,na,63,,63,,na,,,
257,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,1,"12,1-12,3",2,Porites lobata,1,40,na,40,,40,,na,,,
258,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,2,"12,1-12,3",1,Porites lobata,1,27,na,39,,39,,na,,,
259,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,2,"12,1-12,3",1,Porites lobata,1,26,na,46,,46,,na,,,
260,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,2,"12,1-12,3",1,Porites lobata,1,20,na,30,20,25,,na,,,
261,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,2,"12,1-12,3",1,Porites lobata,1,10,na,16,,16,,na,,,
262,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,2,"12,1-12,3",2,Porites lobata,1,35,na,38,,38,,na,,,
263,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,2,"12,1-12,3",2,Porites lobata,1,40,na,38,,38,,na,,,
264,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,3,"12,1-12,3",1,Porites lobata,1,50,na,30,,30,,na,,,
265,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,3,"12,1-12,3",2,Porites lobata,1,47,na,54,,54,,na,,,
266,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,3,"12,1-12,3",2,Porites lobata,1,65,na,40,,40,,na,,,
267,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,4,"12,1-12,3",1,Porites lobata,1,86,na,110,,110,,na,,,
268,1,coral,protected,Anakena,deep,Catalina,10-05-16,2,4,"12,1-12,3",2,Porites lobata,1,85,na,63,,63,,na,,,
269,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,1,"9,8-10",1,Porites lobata,1,60,na,57,,57,,na,,,
270,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,1,"9,8-10",2,Porites lobata,1,96,na,80,,80,,na,,,
271,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,2,"9,8-10",1,Porites lobata,1,45,na,53,,53,,na,,,
272,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,2,"9,8-10",2,Porites lobata,1,58,na,45,,45,,na,,,
273,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,3,"9,8-10",1,Porites lobata,1,45,na,80,,80,,na,,,
274,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,3,"9,8-10",2,Porites lobata,1,60,na,65,,65,,na,,,
275,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,4,"9,8-10",1,Porites lobata,1,34,na,50,,50,,na,,,
276,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,4,"9,8-10",1,Porites lobata,1,30,na,40,,40,,na,,,
277,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,4,"9,8-10",2,Porites lobata,1,40,na,35,,35,,na,,,
278,1,coral,protected,Anakena,deep,Catalina,10-05-16,3,4,"9,8-10",2,Porites lobata,1,36,na,46,,46,,na,,,
279,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,1,"7,0-7,8",1,Porites lobata,1,41,na,47,,47,,na,,,
280,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,1,"7,0-7,8",1,Porites lobata,1,50,na,45,,45,,na,,,
281,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,1,"7,0-7,8",2,Porites lobata,1,47,na,60,,60,,na,,,
282,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,2,"7,0-7,8",1,Porites lobata,1,30,na,22,,22,,na,,,
283,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,2,"7,0-7,8",1,Porites lobata,1,43,na,20,,20,,na,,,
284,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,2,"7,0-7,8",2,Porites lobata,1,45,na,65,,65,,na,,,
285,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,2,"7,0-7,8",2,Porites lobata,1,30,na,30,,30,,na,,,
286,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,3,"7,0-7,8",1,Porites lobata,1,70,na,48,27,37.5,,na,,,
287,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,3,"7,0-7,8",2,Porites lobata,1,60,na,25,,25,,na,,,
288,1,coral,protected,Anakena,shallow,Catalina,11-05-16,1,4,"7,0-7,8",1,Rock,1,,na,100,,100,,na,,,
289,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",1,Porites lobata,1,45,na,5,10,7.5,,na,,,
290,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",1,Porites lobata,1,20,na,19,,19,,na,,,
291,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",1,Porites lobata,1,17,na,20,,20,,na,,,
292,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",1,Porites lobata,1,45,na,20,,20,,na,,,
293,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",1,Porites lobata,1,14,na,20,,20,,na,,,
294,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",1,Porites lobata,1,30,na,30,,30,,na,,,
295,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,1,"6,7-6,9",2,Porites lobata,1,55,na,54,,54,,na,,,
296,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,2,"6,7-6,9",1,Porites lobata,1,54,na,65,,65,,na,,,
297,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,2,"6,7-6,9",2,Porites lobata,1,47,na,39,,39,,na,,,
298,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,2,"6,7-6,9",2,Porites lobata,1,45,na,50,,50,,na,,,
299,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,3,"6,7-6,9",1,Rock,1,na,na,100,,100,,na,,,
300,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,3,"6,7-6,9",2,Rock,1,na,na,100,,100,,na,,,
301,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,4,"6,7-6,9",1,Rock,1,na,na,100,,100,,na,,,
302,1,coral,protected,Anakena,shallow,Catalina,11-05-16,2,4,"6,7-6,9",2,Rock,1,na,na,100,,100,,na,,,
303,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,1,"6,4-7,6",1,Porites lobata,1,80,na,40,20,30,,na,,,
304,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,1,"6,4-7,6",2,Porites lobata,1,50,na,45,,45,,na,,,
305,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",1,Porites lobata,1,20,na,10,,10,,na,,,
306,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",1,Pocillopora spp.,1,4,na,7,,7,,na,,,
307,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",1,Pocillopora spp.,1,8,na,5,,5,,na,,,
308,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",1,no coral,0,0,na,0,0,0,0,na,,,
309,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",2,Porites lobata,1,30,na,50,,50,,na,,,
310,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",2,Porites lobata,1,36,na,40,,40,,na,,,
311,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,2,"6,4-7,6",2,Porites lobata,1,41,na,40,,40,,na,,,
312,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,3,"6,4-7,6",1,no coral,0,0,na,0,0,0,0,na,,,
313,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,3,"6,4-7,6",2,no coral,0,0,na,0,0,0,0,na,,,
314,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,4,"6,4-7,6",1,Porites lobata,1,37,na,47,,47,,na,,,
315,1,coral,protected,Anakena,shallow,Catalina,11-05-16,3,4,"6,4-7,6",2,no coral,0,0,na,0,0,0,0,na,,,
316,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,1,"9,7-11,8",1,Porites lobata,1,50,na,30,,30,,na,,,
317,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,1,"9,7-11,8",1,Pocillopora spp.,1,30,na,20,,20,,na,,,
318,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,1,"9,7-11,8",2,Porites lobata,1,120,na,75,,75,,na,Muerto,,
319,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,2,"9,7-11,8",1,Porites lobata,1,38,na,80,,80,,na,,,
320,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,2,"9,7-11,8",1,Porites lobata,1,30,na,30,,30,,na,,,
321,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,2,"9,7-11,8",1,Porites lobata,1,25,na,40,,40,,na,,,
322,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,2,"9,7-11,8",2,no coral,0,0,na,0,0,0,0,na,,,
323,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",1,Porites lobata,1,15,na,20,,20,,na,,,
324,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",1,Porites lobata,1,10,na,15,,15,,na,,,
325,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",1,Pocillopora spp.,1,22,na,14,,14,,na,,,
326,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",1,Pocillopora spp.,1,16,na,20,,20,,na,,,
327,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",1,Pocillopora spp.,1,22,na,10,,10,,na,,,
328,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",2,Pocillopora spp.,1,30,na,26,37,31.5,,na,,,
329,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",2,Porites lobata,1,40,na,12,,12,,na,,,
330,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,3,"9,7-11,8",2,Porites lobata,1,10,na,10,27,18.5,,na,,,
331,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,4,"9,7-11,8",1,Porites lobata,1,30,na,29,,29,,na,,,
332,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,4,"9,7-11,8",1,Porites lobata,1,15,na,19,,19,,na,,,
333,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,4,"9,7-11,8",1,Porites lobata,1,40,na,10,,10,,na,,,
334,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,1,4,"9,7-11,8",2,no coral,0,0,na,0,0,0,0,na,,,
335,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",1,Porites lobata,1,45,na,35,,35,,na,,,
336,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",1,Pocillopora spp.,1,22,na,15,,15,20,na,,,
337,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",1,Porites lobata,1,100,na,70,,70,,na,,,
338,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",1,Porites lobata,1,30,na,30,,30,,na,,,
339,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",1,Porites lobata,1,40,na,30,,30,,na,,,
340,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",2,Porites lobata,1,60,na,68,,68,,na,,,
341,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",2,Pocillopora spp.,1,28,na,20,28,24,,na,,,
342,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,1,"12,1-14,6",2,Pocillopora spp.,1,23,na,26,26,26,,na,,,
343,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",1,Porites lobata,1,22,na,26,,26,,na,,,
344,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",1,Porites lobata,1,20,na,25,,25,,na,,,
345,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",1,Pocillopora spp.,1,18,na,24,20,22,,na,,,
346,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",1,Porites lobata,1,32,na,25,,25,,na,,,
347,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",2,Porites lobata,1,25,na,29,,29,,na,,,
348,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",2,Porites lobata,1,17,na,25,,25,,na,,,
349,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",2,Porites lobata,1,20,na,25,,25,,na,,,
350,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",2,Porites lobata,1,25,na,30,,30,,na,,,
351,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,2,"12,1-14,6",2,Pocillopora spp.,1,13,na,5,,5,,na,,,
352,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",1,Porites lobata,1,30,na,37,,37,,na,,,
353,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",1,Porites lobata,1,20,na,30,,30,,na,,,
354,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",1,Porites lobata,1,30,na,23,,23,,na,,,
355,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",1,Porites lobata,1,40,na,35,,35,,na,,,
356,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",1,Pocillopora spp.,1,22,na,17,20,18.5,,na,,,
357,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",2,Pocillopora spp.,1,20,na,20,,20,20,na,,,
358,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",2,Pocillopora spp.,1,15,na,15,,15,,na,,,
359,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",2,Porites lobata,1,25,na,20,,20,,na,,,
360,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",2,Porites lobata,1,52,na,33,50,41.5,,na,,,
361,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,3,"12,1-14,6",2,Porites lobata,1,46,na,50,40,45,,na,,,
362,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,4,"12,1-14,6",1,Porites lobata,1,41,na,70,40,55,,na,,,
363,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,2,4,"12,1-14,6",2,Porites lobata,1,72,na,44,75,59.5,150,na,,,
364,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,1,"11,3-12,8",1,Porites lobata,1,50,na,53,,53,,na,,,
365,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,1,"11,3-12,8",1,Porites lobata,1,50,na,55,,55,,na,,,
366,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,1,"11,3-12,8",2,Porites lobata,1,60,na,50,,50,,na,,,
367,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,1,"11,3-12,8",2,Porites lobata,1,44,na,55,,55,,na,,,
368,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,2,"11,3-12,8",1,Porites lobata,1,34,na,29,,29,,na,,,
369,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,2,"11,3-12,8",1,Porites lobata,1,35,na,27,,27,,na,,,
370,1,coral,exposed,Frente Hotel,deep,Catalina,16-05-16,3,2,"11,3-12,8",1,Pocillopora spp.,1,20,na,20,,20,,na,,,
