Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,station,Temperature,Visbility,Depth,Replicate,Species,Phase,Size(cm),Abundance,no. stipes,Biomass,Holdfast Use,Blade Use ,Cover(%),Frondosity,
845,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
846,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Scartichthys viridis,na,20,1,na,,0,0,na,na,
847,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
848,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
849,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
850,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Aplodactylus punctatus,na,5,1,na,,0,1,na,na,
851,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
852,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
853,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
854,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
855,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,12.3,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
856,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Isacia conceptionis,na,20,1,na,,0,0,na,na,
857,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Isacia conceptionis,na,20,1,na,,0,0,na,na,
858,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
859,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
860,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
861,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
862,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Calliclinus geniguttatus,na,10,1,na,,0,0,na,na,
863,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
864,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Pinguipes chilensis,na,25,1,na,,0,0,na,na,
865,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
866,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
867,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Isacia conceptionis,na,30,1,na,,0,1,na,na,
868,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Cheilodactylus variegatus,na,10,1,na,,0,1,na,na,
869,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
870,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
871,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
872,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Aplodactylus punctatus,na,5,1,na,,0,1,na,na,
873,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
874,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Aplodactylus punctatus,na,5,1,na,,0,1,na,na,
875,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,11.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
876,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,1,tegula cuadripunctata,na,0,17,na,na,na,na,na,na,
877,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,1,Pagurus sp.,na,0,14,na,na,na,na,na,na,
878,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,2,Stichaster striatus,na,0,8,na,na,na,na,na,na,
879,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,2,Rhynchocinetes typus,na,0,10,na,na,na,na,na,na,
880,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,2,tegula cuadripunctata,na,0,24,na,na,na,na,na,na,
881,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,2,Pagurus sp.,na,0,5,na,na,na,na,na,na,
882,Invertebrates,17-02-15,summer2014,El Francés,,,2,1,15,10,15,2,Turritella cingulata,na,0,2,na,na,na,na,na,na,
883,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,1,Pagurus sp.,na,0,6,na,na,na,na,na,na,
884,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,1,Rhynchocinetes typus,na,0,23,na,na,na,na,na,na,
885,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,1,tegula cuadripunctata,na,0,10,na,na,na,na,na,na,
886,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,1,Tegula tridentata,na,0,1,na,na,na,na,na,na,
887,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,2,Rhynchocinetes typus,na,0,69,na,na,na,na,na,na,
888,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,2,Stichaster striatus,na,0,1,na,na,na,na,na,na,
889,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,2,Cirripedios,na,0,na,na,na,na,na,na,na,
890,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,2,tegula cuadripunctata,na,0,2,na,na,na,na,na,na,
891,Invertebrates,17-02-15,summer2014,El Francés,,,2,2,15,10,15,2,Pagurus sp.,na,0,1,na,na,na,na,na,na,
892,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,1,Rhynchocinetes typus,na,0,9,na,na,na,na,na,na,
893,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,1,Crassilabrum crassilabrum,na,0,1,na,na,na,na,na,na,
894,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,1,Tegula tridentata,na,0,6,na,na,na,na,na,na,
895,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
896,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,1,Cirripedios,na,0,na,na,na,na,na,na,na,
897,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,2,Crassilabrum crassilabrum,na,0,2,na,na,na,na,na,na,
898,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,2,Rhynchocinetes typus,na,0,89,na,na,na,na,na,na,
899,Invertebrates,17-02-15,summer2014,El Francés,,,2,3,15,10,15,2,Pagurus sp.,na,0,1,na,na,na,na,na,na,
900,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,1,Crassilabrum crassilabrum,na,0,2,na,na,na,na,na,na,
901,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,1,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
902,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,1,Rhynchocinetes typus,na,0,20,na,na,na,na,na,na,
903,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,1,Cirripedios,na,0,na,na,na,na,na,na,na,
904,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,1,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
905,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
906,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,2,Rhynchocinetes typus,na,0,42,na,na,na,na,na,na,
907,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,2,Tyrinna nobilis,na,0,1,na,na,na,na,na,na,
908,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,2,Crassilabrum crassilabrum,na,0,1,na,na,na,na,na,na,
909,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,2,Cirripedios,na,0,na,na,na,na,na,na,na,
910,Invertebrates,17-02-15,summer2014,El Francés,,,2,4,15,10,15,2,tegula cuadripunctata,na,0,6,na,na,na,na,na,na,
911,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,1,Tetrapigus niger,na,0,3,na,na,na,na,na,na,
912,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,1,Crassilabrum crassilabrum,na,0,6,na,na,na,na,na,na,
913,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,1,Tegula tridentata,na,0,12,na,na,na,na,na,na,
914,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
915,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,1,Rhynchocinetes typus,na,0,34,na,na,na,na,na,na,
916,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,2,Caliptrea trochiformis,na,0,2,na,na,na,na,na,na,
917,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,2,Rhynchocinetes typus,na,0,54,na,na,na,na,na,na,
918,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,2,Phymanthea pluvia,na,0,1,na,na,na,na,na,na,
919,Invertebrates,17-02-15,summer2014,El Francés,,,2,5,15,10,15,2,Crassilabrum crassilabrum,na,0,1,na,na,na,na,na,na,
920,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,1,Stichaster striatus,na,0,3,na,na,na,na,na,na,
921,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,1,Tetrapigus niger,na,0,2,na,na,na,na,na,na,
922,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
923,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,1,Taliepus spp.,na,0,1,na,na,na,na,na,na,
924,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,1,Rhynchocinetes typus,na,0,47,na,na,na,na,na,na,
925,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,2,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
926,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,2,Phymanthea pluvia,na,0,1,na,na,na,na,na,na,
927,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,2,Caliptrea trochiformis,na,0,2,na,na,na,na,na,na,
928,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,2,Tegula tridentata,na,0,3,na,na,na,na,na,na,
929,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,2,Rhynchocinetes typus,na,0,42,na,na,na,na,na,na,
930,Invertebrates,17-02-15,summer2014,El Francés,,,2,6,15,10,15,2,Petrolishthes sp.,na,0,2,na,na,na,na,na,na,
931,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,1,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
932,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,1,Phymanthea pluvia,na,0,1,na,na,na,na,na,na,
933,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,1,Tegula tridentata,na,0,6,na,na,na,na,na,na,
934,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,1,Rhynchocinetes typus,na,0,35,na,na,na,na,na,na,
935,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,2,Tetrapigus niger,na,0,2,na,na,na,na,na,na,
936,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,2,Tegula tridentata,na,0,7,na,na,na,na,na,na,
937,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,2,Rhynchocinetes typus,na,0,22,na,na,na,na,na,na,
938,Invertebrates,17-02-15,summer2014,El Francés,,,2,7,15,10,15,2,Homalapsis plana,na,0,1,na,na,na,na,na,na,
939,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,1,Tetrapigus niger,na,0,5,na,na,na,na,na,na,
940,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,1,Tegula tridentata,na,0,6,na,na,na,na,na,na,
941,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,1,Rhynchocinetes typus,na,0,20,na,na,na,na,na,na,
942,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
943,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,2,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
944,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,2,Pagurus sp.,na,0,1,na,na,na,na,na,na,
945,Invertebrates,17-02-15,summer2014,El Francés,,,2,8,15,10,15,2,Rhynchocinetes typus,na,0,5,na,na,na,na,na,na,
946,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
947,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,1,Tegula tridentata,na,0,24,na,na,na,na,na,na,
948,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,1,Phymactis clematis,na,0,1,na,na,na,na,na,na,
949,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,1,Rhynchocinetes typus,na,0,36,na,na,na,na,na,na,
950,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,2,Tegula tridentata,na,0,12,na,na,na,na,na,na,
951,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,2,Rhynchocinetes typus,na,0,5,na,na,na,na,na,na,
952,Invertebrates,17-02-15,summer2014,El Francés,,,2,9,15,10,15,2,Phymactis clematis,na,0,1,na,na,na,na,na,na,
953,Invertebrates,17-02-15,summer2014,El Francés,,,2,10,15,10,15,1,Tetrapigus niger,na,0,2,na,na,na,na,na,na,
954,Invertebrates,17-02-15,summer2014,El Francés,,,2,10,15,10,15,1,Tegula tridentata,na,0,22,na,na,na,na,na,na,
955,Invertebrates,17-02-15,summer2014,El Francés,,,2,10,15,10,15,2,Tegula tridentata,na,0,19,na,na,na,na,na,na,
956,Invertebrates,17-02-15,summer2014,El Francés,,,2,10,15,10,15,2,Fissurella spp.,na,0,1,na,na,na,na,na,na,
957,Invertebrates,17-02-15,summer2014,El Francés,,,2,10,15,10,15,2,Rhynchocinetes typus,na,0,20,na,na,na,na,na,na,
958,Invertebrates,17-02-15,summer2014,El Francés,,,2,10,15,10,15,2,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
959,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,1,Rhynchocinetes typus,na,0,19,na,na,na,na,na,na,
960,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,1,Tegula tridentata,na,0,21,na,na,na,na,na,na,"1 piso, 1 disco, 19 estipe"
961,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,1,Crassilabrum crassilabrum,na,0,6,na,na,na,na,na,na,
962,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,1,Loxechinus albus,na,0,1,na,na,na,na,na,na,
963,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,2,Homalapsis plana,na,0,1,na,na,na,na,na,na,
964,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,2,Eatoniella spp,na,0,9,na,na,na,na,na,na,
965,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,2,Crassilabrum crassilabrum,na,0,4,na,na,na,na,na,na,
966,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,2,Rhynchocinetes typus,na,0,7,na,na,na,na,na,na,
967,Invertebrates,17-02-15,summer2014,El Francés,,,1,1,15,10,15,2,Tegula tridentata,na,0,6,na,na,na,na,na,na,piso
968,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,1,Tegula tridentata,na,0,24,na,na,na,na,na,na,"17 piso. 5 disco, 2 estipe"
969,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,1,Crassilabrum crassilabrum,na,0,3,na,na,na,na,na,na,
970,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,1,Pagurus sp.,na,0,5,na,na,na,na,na,na,
971,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,2,Pagurus sp.,na,0,1,na,na,na,na,na,na,
972,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,2,Rhynchocinetes typus,na,0,31,na,na,na,na,na,na,
973,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,2,Tegula tridentata,na,0,32,na,na,na,na,na,na,"1 piso, 6 estipe, 12 disco"
974,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,2,Crassilabrum crassilabrum,na,0,3,na,na,na,na,na,na,
975,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,2,Cirripedios,na,0,na,na,na,na,na,na,na,
976,Invertebrates,17-02-15,summer2014,El Francés,,,1,2,15,10,15,2,Chiton spp.,na,0,1,na,na,na,na,na,na,
977,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,1,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
978,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,1,Phymanthea pluvia,na,0,1,na,na,na,na,na,na,
979,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,1,Rhynchocinetes typus,na,0,2,na,na,na,na,na,na,
980,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,2,Crassilabrum crassilabrum,na,0,4,na,na,na,na,na,na,
981,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,2,Tegula tridentata,na,0,83,na,na,na,na,na,na,"51 piso, 16 disco, 15 estipe"
982,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,2,Eatoniella spp,na,0,7,na,na,na,na,na,na,
983,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,2,Rhynchocinetes typus,na,0,1,na,na,na,na,na,na,
984,Invertebrates,17-02-15,summer2014,El Francés,,,1,3,15,10,15,2,Crepipatella dilata,na,0,1,na,na,na,na,na,na,
985,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,1,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
986,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,1,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
987,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,1,Cirripedios,na,0,na,na,na,na,na,na,na,
988,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,1,Cancer setosus,na,0,1,na,na,na,na,na,na,
989,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
990,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,1,Rhynchocinetes typus,na,0,39,na,na,na,na,na,na,
991,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,2,Phymanthea pluvia,na,0,1,na,na,na,na,na,na,
992,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,2,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
993,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,2,Tegula tridentata,na,0,1,na,na,na,na,na,na,
994,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,2,Rhynchocinetes typus,na,0,15,na,na,na,na,na,na,
995,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,2,Chiton spp.,na,0,2,na,na,na,na,na,na,
996,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,10,15,2,Caliptrea trochiformis,na,0,1,na,na,na,na,na,na,
997,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,1,Crassilabrum crassilabrum,na,0,4,na,na,na,na,na,na,
998,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,1,Tegula tridentata,na,0,58,na,na,na,na,na,na,"41 piso, 9 disco, 8 estipe"
999,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,1,Pagurus sp.,na,0,2,na,na,na,na,na,na,
1000,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,1,Eatoniella spp,na,0,6,na,na,na,na,na,na,
1001,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,2,Chiton spp.,na,0,1,na,na,na,na,na,na,
1002,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,2,Eatoniella spp,na,0,1,na,na,na,na,na,na,
1003,Invertebrates,17-02-15,summer2014,El Francés,,,1,5,15,10,15,2,Cirripedios,na,0,1,na,na,na,na,na,na,
1004,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,1,Crassilabrum crassilabrum,na,0,1,na,na,na,na,na,na,
1005,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,1,Tegula tridentata,na,0,24,na,na,na,na,na,na,"12 estipe, 12 disco"
1006,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,1,chiton spp.,na,0,1,na,na,na,na,na,na,
1007,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,1,Rhynchocinetes typus,na,0,3,na,na,na,na,na,na,
1008,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,2,Concholepas concholepas,na,0,4,na,na,na,na,na,na,
1009,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,2,Rhynchocinetes typus,na,0,18,na,na,na,na,na,na,
1010,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,2,Pagurus sp.,na,0,3,na,na,na,na,na,na,
1011,Invertebrates,17-02-15,summer2014,El Francés,,,1,6,15,10,15,2,Tegula tridentata,na,0,4,na,na,na,na,na,na,
1012,Invertebrates,17-02-15,summer2014,El Francés,,,1,7,15,10,15,1,Rhynchocinetes typus,na,0,50,na,na,na,na,na,na,
1013,Invertebrates,17-02-15,summer2014,El Francés,,,1,7,15,10,15,1,Tegula tridentata,na,0,9,na,na,na,na,na,na,
1014,Invertebrates,17-02-15,summer2014,El Francés,,,1,7,15,10,15,2,Phymactis clematis,na,0,1,na,na,na,na,na,na,
1015,Invertebrates,17-02-15,summer2014,El Francés,,,1,7,15,10,15,2,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1016,Invertebrates,17-02-15,summer2014,El Francés,,,1,7,15,10,15,2,Tegula tridentata,na,0,1,na,na,na,na,na,na,
1017,Invertebrates,17-02-15,summer2014,El Francés,,,1,7,15,10,15,2,Rhynchocinetes typus,na,0,52,na,na,na,na,na,na,
1018,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,1,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
1019,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,1,Tegula tridentata,na,0,2,na,na,na,na,na,na,
1020,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,1,Pagurus sp.,na,0,1,na,na,na,na,na,na,
1021,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,2,Pagurus sp.,na,0,3,na,na,na,na,na,na,
1022,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,2,Rhynchocinetes typus,na,0,21,na,na,na,na,na,na,
1023,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,2,Chiton spp.,na,0,3,na,na,na,na,na,na,
1024,Invertebrates,17-02-15,summer2014,El Francés,,,1,8,15,10,15,2,Caliptrea trochiformis,na,0,1,na,na,na,na,na,na,
1025,Invertebrates,17-02-15,summer2014,El Francés,,,1,9,15,10,15,1,Tetrapigus niger,na,0,25,na,na,na,na,na,na,
1026,Invertebrates,17-02-15,summer2014,El Francés,,,1,9,15,10,15,1,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
1027,Invertebrates,17-02-15,summer2014,El Francés,,,1,9,15,10,15,1,Rhynchocinetes typus,na,0,16,na,na,na,na,na,na,
1028,Invertebrates,17-02-15,summer2014,El Francés,,,1,9,15,10,15,1,Tegula tridentata,na,0,55,na,na,na,na,na,na,
1029,Invertebrates,17-02-15,summer2014,El Francés,,,1,9,15,10,15,2,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
1030,Invertebrates,17-02-15,summer2014,El Francés,,,1,9,15,10,15,2,Tegula tridentata,na,0,85,na,na,na,na,na,na,
1031,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,1,Heliaster heliantus,na,0,1,na,na,na,na,na,na,
1032,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,1,Rhynchocinetes typus,na,0,6,na,na,na,na,na,na,
1033,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,1,Tegula tridentata,na,0,16,na,na,na,na,na,na,
1034,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,1,Pagurus sp.,na,0,,na,na,na,na,na,na,
1035,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,2,Tegula tridentata,na,0,12,na,na,na,na,na,na,"11 piso, 1 estipe"
1036,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,2,Brachidonthes granulata,na,0,5,na,na,na,na,na,na,
1037,Invertebrates,17-02-15,summer2014,El Francés,,,1,10,15,10,15,2,Eatoniella spp,na,0,20,na,na,na,na,na,na,
1038,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,1,15,,10.7,1,Rhynchocinetes typus,na,0,51,na,na,na,na,na,na,
1039,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,1,15,,10.7,1,Tetrapigus niger,na,0,7,na,na,na,na,na,na,
1040,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,1,15,,10.7,2,Rhynchocinetes typus,na,0,31,na,na,na,na,na,na,
1041,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,1,15,,10.7,2,Homalapsis plana,na,0,3,na,na,na,na,na,na,
1042,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1043,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,1,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
1044,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,1,Rhynchocinetes typus,na,0,33,na,na,na,na,na,na,
1045,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,1,Tegula tridentata,na,0,8,na,na,na,na,na,na,roca
